name,description,image,url,latitude,longitude
Asheville Museum of History,"The Asheville Museum of History preserves and promotes the history and legacy of Western North Carolina through interpretation, education, collection, and collaboration.",1767659972280_asheville_museum_of_history.jpg,https://www.ashevillehistory.org/,35.571979,-82.555081
